"func","def","fungen","pkg","pag","fungen_bad","sinpagina"
"S3Part&lt;-","S4 Classes that Contain S3 Classes","S3Part","methods","1210",,
"S4","S4 Classes that Contain S3 Classes","S3Part","methods","1210",,
"S4-class","Classes Corresponding to Basic Data Types","BasicClasses","methods","1122",,
"S4groupGeneric","S4 Group Generic Functions","S4groupGeneric","methods","1213",,
"SClassExtension-class","Class to Represent Inheritance (Extension) Relations","SClassExtension-class","methods","1215",,
"sealClass","Find Class Definitions","findClass","methods","1148",,
"SealedMethodDefinition-class","Classes to Represent Method Definitions","MethodDefinition-class","methods","1178",,
"selectMethod","Get or Test for the Definition of a Method","getMethod","methods","1159",,
"selectSuperClasses","Super Classes (of Specific Kinds) of a Class","selectSuperClasses","methods","1216",,
"setAs","Methods for Coercing an Object to a Class","setAs","methods","1217",,
"setClass","Create a Class Definition","setClass","methods","1220",,
"setClassUnion","Classes Defined as the Union of Other Classes","setClassUnion","methods","1225",,
"setGeneric","Create a Generic Version of a Function","setGeneric","methods","1226",,
"setGenericImplicit","Manage Implicit Versions of Generic Functions","implicitGeneric","methods","1164",,
"setGroupGeneric","Create a Group Generic Version of a Function","setGroupGeneric","methods","1230",,
"setIs","Specify a Superclass Explicitly","setIs","methods","1231",,
"setLoadAction","Set Actions For Package Loading","setLoadActions","methods","1235",,
"setLoadActions","Set Actions For Package Loading","setLoadActions","methods","1235",,
"setMethod","Create and Save a Method","setMethod","methods","1238",,
"setOldClass","Register Old-Style (S3) Classes and Inheritance","setOldClass","methods","1242",,
"setPackageName","The Name associated with a Given Package","getPackageName","methods","1162",,
"setRefClass","Objects With Fields Treated by Reference (OOP-style)","refClass","methods","1357",,
"setReplaceMethod","Tools for Managing Generic Functions","GenericFunctions","methods","1154",,
"setValidity","Test the Validity of an Object","validObject","methods","1256",,
"show","Show an Object","show","methods","1245",,
"show-method","Objects With Fields Treated by Reference (OOP-style)","refClass","methods","1357",,
"show-method","Show an Object","show","methods","1245",,
"show-method","Class '""signature""' For Method Definitions","signature-class","methods","1249",,
"show-method","Classes Corresponding to Basic Structures","StructureClasses","methods","1252",,
"show-method","Classes Used Internally to Control Tracing","TraceClasses","methods","1255",,
"show-methods","Show an Object","show","methods","1245",,
"showMethods","Show all the methods for the specified function(s) or class","showMethods","methods","1247",,
"signature","Tools for Managing Generic Functions","GenericFunctions","methods","1154",,
"signature-class","Class '""signature""' For Method Definitions","signature-class","methods","1249",,
"single-class","Classes Corresponding to Basic Data Types","BasicClasses","methods","1122",,
"slot","The Slots in an Object from a Formal Class","slot","methods","1250",,
"slot&lt;-","The Slots in an Object from a Formal Class","slot","methods","1250",,
"slotNames","The Slots in an Object from a Formal Class","slot","methods","1250",,
"slotsFromS3","S4 Classes that Contain S3 Classes","S3Part","methods","1210",,
"socket-class","Register Old-Style (S3) Classes and Inheritance","setOldClass","methods","1242",,
"sourceEnvironment-class","Use Function Definitions from a Source File without Reinstalling a Package","evalSource","methods","1145",,
"special-class","Classes Corresponding to Basic Data Types","BasicClasses","methods","1122",,
"structure-class","Classes Corresponding to Basic Structures","StructureClasses","methods","1252",,
"Summary","S4 Group Generic Functions","S4groupGeneric","methods","1213",,
"summary.table-class","Register Old-Style (S3) Classes and Inheritance","setOldClass","methods","1242",,
"summaryDefault-class","Register Old-Style (S3) Classes and Inheritance","setOldClass","methods","1242",,
"SuperClassMethod-class","Objects With Fields Treated by Reference (OOP-style)","refClass","methods","1357",,
"table-class","Register Old-Style (S3) Classes and Inheritance","setOldClass","methods","1242",,
"testInheritedMethods","Test for and Report about Selection of Inherited Methods","testInheritedMethods","methods","1254",,
"traceable-class","Classes Used Internally to Control Tracing","TraceClasses","methods","1255",,
"ts-class","Classes Corresponding to Basic Structures","StructureClasses","methods","1252",,
"uninitializedField-class","Objects With Fields Treated by Reference (OOP-style)","refClass","methods","1357",,
"validObject","Test the Validity of an Object","validObject","methods","1256",,
"vector-class","Classes Corresponding to Basic Data Types","BasicClasses","methods","1122",,
"VIRTUAL-class","Classes Corresponding to Basic Data Types","BasicClasses","methods","1122",,
"while-class","Classes to Represent Unevaluated Language Objects","LanguageClasses","methods","1357",,
"$-method","Class '""envRefClass""'","stdRefClass","methods","1357",,
"$&lt;--method","Localized Objects based on Reference Classes","localRefClass","methods","1357",,
"$&lt;--method","Class '""envRefClass""'","stdRefClass","methods","1357",,
"(-class","Classes to Represent Unevaluated Language Objects","LanguageClasses","methods","1357",,
".BasicFunsList","List of Builtin and Special Functions",".BasicFunsList","methods","1120",,
".doTracePrint","Classes Used Internally to Control Tracing","TraceClasses","methods","1255",,
".environment-class","Class Definitions","Classes_Details","methods","1133",,
".externalptr-class","Class Definitions","Classes_Details","methods","1133",,
".hasSlot","The Slots in an Object from a Formal Class","slot","methods","1250",,
".InitTraceFunctions","Classes Used Internally to Control Tracing","TraceClasses","methods","1255",,
".makeTracedFunction","Classes Used Internally to Control Tracing","TraceClasses","methods","1255",,
".name-class","Class Definitions","Classes_Details","methods","1133",,
".NULL-class","Class Definitions","Classes_Details","methods","1133",,
".OldClassesList","Register Old-Style (S3) Classes and Inheritance","setOldClass","methods","1242",,
".Other-class","Test for and Report about Selection of Inherited Methods","testInheritedMethods","methods","1254",,
".S4methods","Show all the methods for the specified function(s) or class","showMethods","methods","1247",,
".selectSuperClasses","Super Classes (of Specific Kinds) of a Class","selectSuperClasses","methods","1216",,
".setOldIs","Register Old-Style (S3) Classes and Inheritance","setOldClass","methods","1242",,
".slotNames","The Slots in an Object from a Formal Class","slot","methods","1250",,
".untracedFunction","Classes Used Internally to Control Tracing","TraceClasses","methods","1255",,
"&lt;--class","Classes to Represent Unevaluated Language Objects","LanguageClasses","methods","1357",,
"__ClassMetaData","Class Definitions","Classes_Details","methods","1133",,
"{-class","Classes to Represent Unevaluated Language Objects","LanguageClasses","methods","1357",,
"parallel-package","Support for Parallel Computation","parallel-package","parallel","1259",,
"clusterApply","Apply Operations using Clusters","clusterApply","parallel","1260",,
"clusterApplyLB","Apply Operations using Clusters","clusterApply","parallel","1260",,
"clusterCall","Apply Operations using Clusters","clusterApply","parallel","1260",,
"clusterEvalQ","Apply Operations using Clusters","clusterApply","parallel","1260",,
"clusterExport","Apply Operations using Clusters","clusterApply","parallel","1260",,
"clusterMap","Apply Operations using Clusters","clusterApply","parallel","1260",,
"clusterSetRNGStream","Implementation of Pierre L'Ecuyer's RngStreams","RngStream","parallel","595",,
"clusterSplit","Apply Operations using Clusters","clusterApply","parallel","1260",,
"detectCores","Detect the Number of CPU Cores","detectCores","parallel","1263",,
"getDefaultCluster","Create a Parallel Socket Cluster","makeCluster","parallel","1264",,
"makeCluster","Create a Parallel Socket Cluster","makeCluster","parallel","1264",,
"makeForkCluster","Create a Parallel Socket Cluster","makeCluster","parallel","1264",,
"makePSOCKcluster","Create a Parallel Socket Cluster","makeCluster","parallel","1264",,
"mc.reset.stream","Implementation of Pierre L'Ecuyer's RngStreams","RngStream","parallel","595",,
"mclapply","Serial versions of 'mclapply', 'mcmapply' and 'pvec'","mcdummies","parallel","62",,
"mcMap","Serial versions of 'mclapply', 'mcmapply' and 'pvec'","mcdummies","parallel","62",,
"mcmapply","Serial versions of 'mclapply', 'mcmapply' and 'pvec'","mcdummies","parallel","62",,
"nextRNGStream","Implementation of Pierre L'Ecuyer's RngStreams","RngStream","parallel","595",,
"nextRNGSubStream","Implementation of Pierre L'Ecuyer's RngStreams","RngStream","parallel","595",,
"parallel","Support for Parallel Computation","parallel-package","parallel","1259",,
"parApply","Apply Operations using Clusters","clusterApply","parallel","1260",,
"parCapply","Apply Operations using Clusters","clusterApply","parallel","1260",,
"parLapply","Apply Operations using Clusters","clusterApply","parallel","1260",,
"parLapplyLB","Apply Operations using Clusters","clusterApply","parallel","1260",,
"parRapply","Apply Operations using Clusters","clusterApply","parallel","1260",,
"parSapply","Apply Operations using Clusters","clusterApply","parallel","1260",,
"parSapplyLB","Apply Operations using Clusters","clusterApply","parallel","1260",,
"pvec","Serial versions of 'mclapply', 'mcmapply' and 'pvec'","mcdummies","parallel","62",,
"R_PARALLEL_PORT","Create a Parallel Socket Cluster","makeCluster","parallel","1264",,
"setDefaultCluster","Create a Parallel Socket Cluster","makeCluster","parallel","1264",,
"splitIndices","Divide Tasks for Distribution in a Cluster","splitIndices","parallel","1280",,
"stopCluster","Create a Parallel Socket Cluster","makeCluster","parallel","1264",,
"splines-package","Regression Spline Functions and Classes","splines-package","splines","1283",,
"as.polySpline","Piecewise Polynomial Spline Representation","polySpline","splines","1290",,
"asVector","Coerce an Object to a Vector","asVector","splines","1283",,
"backSpline","Monotone Inverse Spline","backSpline","splines","1284",,
"bs","B-Spline Basis for Polynomial Splines","bs","splines","1285",,
"interpSpline","Create an Interpolation Spline","interpSpline","splines","1286",,
"ns","Generate a Basis Matrix for Natural Cubic Splines","ns","splines","1287",,
"periodicSpline","Create a Periodic Interpolation Spline","periodicSpline","splines","1289",,
"polySpline","Piecewise Polynomial Spline Representation","polySpline","splines","1290",,
"predict.bs","Evaluate a Spline Basis","predict.bs","splines","1291",,
"predict.bSpline","Evaluate a Spline at New Values of x","predict.bSpline","splines","1292",,
"predict.nbSpline","Evaluate a Spline at New Values of x","predict.bSpline","splines","1292",,
"predict.npolySpline","Evaluate a Spline at New Values of x","predict.bSpline","splines","1292",,
"predict.ns","Evaluate a Spline Basis","predict.bs","splines","1291",,
"predict.pbSpline","Evaluate a Spline at New Values of x","predict.bSpline","splines","1292",,
"predict.ppolySpline","Evaluate a Spline at New Values of x","predict.bSpline","splines","1292",,
"spline.des","Design Matrix for B-splines","splineDesign","splines","1293",,
"splineDesign","Design Matrix for B-splines","splineDesign","splines","1293",,
"splineKnots","Knot Vector from a Spline","splineKnots","splines","1294",,
"splineOrder","Determine the Order of a Spline","splineOrder","splines","1295",,
"splines","Regression Spline Functions and Classes","splines-package","splines","1283",,
"xyVector","Construct an 'xyVector' Object","xyVector","splines","1296",,
"stats-package","The R Stats Package","stats-package","stats","1297",,
