"","func","def","fungen","pkg","pag"
"2561","table-class","Register Old-Style (S3) Classes and Inheritance","setOldClass","methods","1242"
"2571","testInheritedMethods","Test for and Report about Selection of Inherited Methods","testInheritedMethods","methods","1254"
"2581","traceable-class","Classes Used Internally to Control Tracing","TraceClasses","methods","1255"
"2591","ts-class","Classes Corresponding to Basic Structures","StructureClasses","methods","1252"
"2601","uninitializedField-class","Objects With Fields Treated by Reference (OOP-style)","refClass","methods","1357"
"2615","validObject","Test the Validity of an Object","validObject","methods","1256"
"2621","vector-class","Classes Corresponding to Basic Data Types","BasicClasses","methods","1122"
"2631","VIRTUAL-class","Classes Corresponding to Basic Data Types","BasicClasses","methods","1122"
"2641","while-class","Classes to Represent Unevaluated Language Objects","LanguageClasses","methods","1357"
"2651","$-method","Class '""envRefClass""'","stdRefClass","methods","1357"
"2661","$&lt;--method","Localized Objects based on Reference Classes","localRefClass","methods","1357"
"2671","$&lt;--method","Class '""envRefClass""'","stdRefClass","methods","1357"
"2681","(-class","Classes to Represent Unevaluated Language Objects","LanguageClasses","methods","1357"
"2691",".BasicFunsList","List of Builtin and Special Functions",".BasicFunsList","methods","1120"
"2701",".doTracePrint","Classes Used Internally to Control Tracing","TraceClasses","methods","1255"
"2715",".environment-class","Class Definitions","Classes_Details","methods","1133"
"2721",".externalptr-class","Class Definitions","Classes_Details","methods","1133"
"2731",".hasSlot","The Slots in an Object from a Formal Class","slot","methods","1250"
"2741",".InitTraceFunctions","Classes Used Internally to Control Tracing","TraceClasses","methods","1255"
"2751",".makeTracedFunction","Classes Used Internally to Control Tracing","TraceClasses","methods","1255"
"2761",".name-class","Class Definitions","Classes_Details","methods","1133"
"2771",".NULL-class","Class Definitions","Classes_Details","methods","1133"
"2781",".OldClassesList","Register Old-Style (S3) Classes and Inheritance","setOldClass","methods","1242"
"2791",".Other-class","Test for and Report about Selection of Inherited Methods","testInheritedMethods","methods","1254"
"2801",".S4methods","Show all the methods for the specified function(s) or class","showMethods","methods","1247"
"2815",".selectSuperClasses","Super Classes (of Specific Kinds) of a Class","selectSuperClasses","methods","1216"
"2821",".setOldIs","Register Old-Style (S3) Classes and Inheritance","setOldClass","methods","1242"
"2831",".slotNames","The Slots in an Object from a Formal Class","slot","methods","1250"
"2841",".untracedFunction","Classes Used Internally to Control Tracing","TraceClasses","methods","1255"
"2851","&lt;--class","Classes to Represent Unevaluated Language Objects","LanguageClasses","methods","1357"
"2861","__ClassMetaData","Class Definitions","Classes_Details","methods","1133"
"2871","{-class","Classes to Represent Unevaluated Language Objects","LanguageClasses","methods","1357"
"2108","parallel-package","Support for Parallel Computation","parallel-package","parallel","1259"
"3106","clusterApply","Apply Operations using Clusters","clusterApply","parallel","1260"
"4106","clusterApplyLB","Apply Operations using Clusters","clusterApply","parallel","1260"
"5106","clusterCall","Apply Operations using Clusters","clusterApply","parallel","1260"
"6106","clusterEvalQ","Apply Operations using Clusters","clusterApply","parallel","1260"
"7106","clusterExport","Apply Operations using Clusters","clusterApply","parallel","1260"
"8106","clusterMap","Apply Operations using Clusters","clusterApply","parallel","1260"
"9106","clusterSetRNGStream","Implementation of Pierre L'Ecuyer's RngStreams","RngStream","parallel","595"
"10106","clusterSplit","Apply Operations using Clusters","clusterApply","parallel","1260"
"11105","detectCores","Detect the Number of CPU Cores","detectCores","parallel","1263"
"1295","getDefaultCluster","Create a Parallel Socket Cluster","makeCluster","parallel","1264"
"1318","makeCluster","Create a Parallel Socket Cluster","makeCluster","parallel","1264"
"1418","makeForkCluster","Create a Parallel Socket Cluster","makeCluster","parallel","1264"
"1518","makePSOCKcluster","Create a Parallel Socket Cluster","makeCluster","parallel","1264"
"1618","mc.reset.stream","Implementation of Pierre L'Ecuyer's RngStreams","RngStream","parallel","595"
"1717","mclapply","Serial versions of 'mclapply', 'mcmapply' and 'pvec'","mcdummies","parallel","62"
"1817","mcMap","Serial versions of 'mclapply', 'mcmapply' and 'pvec'","mcdummies","parallel","62"
"1917","mcmapply","Serial versions of 'mclapply', 'mcmapply' and 'pvec'","mcdummies","parallel","62"
"2017","nextRNGStream","Implementation of Pierre L'Ecuyer's RngStreams","RngStream","parallel","595"
"2117","nextRNGSubStream","Implementation of Pierre L'Ecuyer's RngStreams","RngStream","parallel","595"
"2217","parallel","Support for Parallel Computation","parallel-package","parallel","1259"
"2317","parApply","Apply Operations using Clusters","clusterApply","parallel","1260"
"2417","parCapply","Apply Operations using Clusters","clusterApply","parallel","1260"
"2516","parLapply","Apply Operations using Clusters","clusterApply","parallel","1260"
"2616","parLapplyLB","Apply Operations using Clusters","clusterApply","parallel","1260"
"2716","parRapply","Apply Operations using Clusters","clusterApply","parallel","1260"
"2816","parSapply","Apply Operations using Clusters","clusterApply","parallel","1260"
"2915","parSapplyLB","Apply Operations using Clusters","clusterApply","parallel","1260"
"3015","pvec","Serial versions of 'mclapply', 'mcmapply' and 'pvec'","mcdummies","parallel","62"
"3115","R_PARALLEL_PORT","Create a Parallel Socket Cluster","makeCluster","parallel","1264"
"3215","setDefaultCluster","Create a Parallel Socket Cluster","makeCluster","parallel","1264"
"3315","splitIndices","Divide Tasks for Distribution in a Cluster","splitIndices","parallel","1280"
"3415","stopCluster","Create a Parallel Socket Cluster","makeCluster","parallel","1264"
"2109","splines-package","Regression Spline Functions and Classes","splines-package","splines","1283"
"3107","as.polySpline","Piecewise Polynomial Spline Representation","polySpline","splines","1290"
"4107","asVector","Coerce an Object to a Vector","asVector","splines","1283"
"5107","backSpline","Monotone Inverse Spline","backSpline","splines","1284"
"6107","bs","B-Spline Basis for Polynomial Splines","bs","splines","1285"
"7107","interpSpline","Create an Interpolation Spline","interpSpline","splines","1286"
"8107","ns","Generate a Basis Matrix for Natural Cubic Splines","ns","splines","1287"
"9107","periodicSpline","Create a Periodic Interpolation Spline","periodicSpline","splines","1289"
"10107","polySpline","Piecewise Polynomial Spline Representation","polySpline","splines","1290"
"11106","predict.bs","Evaluate a Spline Basis","predict.bs","splines","1291"
"1296","predict.bSpline","Evaluate a Spline at New Values of x","predict.bSpline","splines","1292"
"1319","predict.nbSpline","Evaluate a Spline at New Values of x","predict.bSpline","splines","1292"
"1419","predict.npolySpline","Evaluate a Spline at New Values of x","predict.bSpline","splines","1292"
"1519","predict.ns","Evaluate a Spline Basis","predict.bs","splines","1291"
"1619","predict.pbSpline","Evaluate a Spline at New Values of x","predict.bSpline","splines","1292"
"1718","predict.ppolySpline","Evaluate a Spline at New Values of x","predict.bSpline","splines","1292"
"1818","spline.des","Design Matrix for B-splines","splineDesign","splines","1293"
"1918","splineDesign","Design Matrix for B-splines","splineDesign","splines","1293"
"2018","splineKnots","Knot Vector from a Spline","splineKnots","splines","1294"
"2118","splineOrder","Determine the Order of a Spline","splineOrder","splines","1295"
"2218","splines","Regression Spline Functions and Classes","splines-package","splines","1283"
"2318","xyVector","Construct an 'xyVector' Object","xyVector","splines","1296"
"2119","stats-package","The R Stats Package","stats-package","stats","1297"
"3108","acf","Auto- and Cross- Covariance and -Correlation Function Estimation","acf","stats","1298"
"4108","acf2AR","Compute an AR Process Exactly Fitting an ACF","acf2AR","stats","1301"
"5108","add.scope","Compute Allowed Changes in Adding to or Dropping from a Formula","factor.scope","stats","1424"
"6108","add1","Add or Drop All Possible Single Terms to a Model","add1","stats","1301"
"7108","addmargins","Puts Arbitrary Margins on Multidimensional Tables or Arrays","addmargins","stats","1304"
"8108","aggregate","Compute Summary Statistics of Data Subsets","aggregate","stats","1305"
"9108","AIC","Akaike's An Information Criterion","AIC","stats","1308"
"10108","alias","Find Aliases (Dependencies) in a Model","alias","stats","1310"
"11107","anova","Anova Tables","anova","stats","1311"
"1297","anova.glm","Analysis of Deviance for Generalized Linear Model Fits","anova.glm","stats","1312"
"1320","anova.lm","ANOVA for Linear Model Fits","anova.lm","stats","1313"
"1420","anova.mlm","Comparisons between Multivariate Linear Models","anova.mlm","stats","1315"
"1520","ansari.test","Ansari-Bradley Test","ansari.test","stats","1317"
"1620","aov","Fit an Analysis of Variance Model","aov","stats","1319"
"1719","approx","Interpolation Functions","approxfun","stats","1321"
"1819","approxfun","Interpolation Functions","approxfun","stats","1321"
"1919","ar","Fit Autoregressive Models to Time Series","ar","stats","1324"
"2019","ar.burg","Fit Autoregressive Models to Time Series","ar","stats","1324"
"2120","ar.burg.default","Fit Autoregressive Models to Time Series","ar","stats","1324"
"2219","ar.mle","Fit Autoregressive Models to Time Series","ar","stats","1324"
"2319","ar.ols","Fit Autoregressive Models to Time Series by OLS","ar.ols","stats","1327"
"2418","ar.yw","Fit Autoregressive Models to Time Series","ar","stats","1324"
"2517","ar.yw.default","Fit Autoregressive Models to Time Series","ar","stats","1324"
"2617","arima","ARIMA Modelling of Time Series","arima","stats","1329"
"2717","arima.sim","Simulate from an ARIMA Model","arima.sim","stats","1333"
"2817","arima0","ARIMA Modelling of Time Series - Preliminary Version","arima0","stats","1334"
"2916","ARMAacf","Compute Theoretical ACF for an ARMA Process","ARMAacf","stats","1338"
"3016","ARMAtoMA","Convert ARMA Process to Infinite MA Process","ARMAtoMA","stats","1339"
"3116","as.dendrogram","General Tree Structures","dendrogram","stats","1392"
"3216","as.dist","Distance Matrix Computation","dist","stats","1406"
"3316","as.formula","Model Formulae","formula","stats","1440"
"3416","as.hclust","Convert Objects to Class hclust","as.hclust","stats","1340"
"3515","as.hclust.dendrogram","General Tree Structures","dendrogram","stats","1392"
"3615","as.matrix.dist","Distance Matrix Computation","dist","stats","1406"
"3715","as.stepfun","Step Functions - Creation and Class","stepfun","stats","1722"
"3815","as.ts","Time-Series Objects","ts","stats","1754"
"3915","asOneSidedFormula","Convert to One-Sided Formula","asOneSidedFormula","stats","1341"
"4015","ave","Group Averages Over Level Combinations of Factors","ave","stats","1341"
