"","func","def","fungen","pkg","pag"
"1765","grid.grep","Search for Grobs and/or Viewports","grid.grep","grid","1044"
"1766","grid.grill","Draw a Grill","grid.grill","grid","1045"
"1767","grid.group","Draw a Group","grid.group","grid","1047"
"1768","grid.layout","Create a Grid Layout","grid.layout","grid","1049"
"1769","grid.legend","Constructing a Legend Grob","legendGrob","grid","1092"
"1770","grid.line.to","Move or Draw to a Specified Position","grid.move.to","grid","1056"
"1771","grid.lines","Draw Lines in a Grid Viewport","grid.lines","grid","1051"
"1772","grid.locator","Capture a Mouse Click","grid.locator","grid","1053"
"1773","grid.ls","List the names of grobs or viewports","grid.ls","grid","1054"
"1774","grid.move.to","Move or Draw to a Specified Position","grid.move.to","grid","1056"
"1775","grid.newpage","Move to a New Page on a Grid Device","grid.newpage","grid","1057"
"1776","grid.null","Null Graphical Object","grid.null","grid","1058"
"1777","grid.pack","Pack an Object within a Frame","grid.pack","grid","1059"
"1778","grid.path","Draw a Path","grid.path","grid","1060"
"1779","grid.place","Place an Object within a Frame","grid.place","grid","1063"
"1780","grid.plot.and.legend","A Simple Plot and Legend Demo","grid.plot.and.legend","grid","1064"
"1781","grid.points","Draw Data Symbols","grid.points","grid","1065"
"1782","grid.polygon","Draw a Polygon","grid.polygon","grid","1066"
"1783","grid.polyline","Draw Lines in a Grid Viewport","grid.lines","grid","1051"
"1784","grid.pretty","Generate a Sensible (""Pretty"") Set of Breakpoints","grid.pretty","grid","1067"
"1785","grid.raster","Render a raster object","grid.raster","grid","1068"
"1786","grid.record","Encapsulate calculations and drawing","grid.record","grid","1069"
"1787","grid.rect","Draw rectangles","grid.rect","grid","1070"
"1788","grid.refresh","Refresh the current grid scene","grid.refresh","grid","1072"
"1789","grid.remove","Remove a Grid Graphical Object","grid.remove","grid","1072"
"1790","grid.reorder","Reorder the children of a gTree","grid.reorder","grid","1073"
"1791","grid.revert","Force a grob into its components","grid.force","grid","1036"
"1792","grid.revert.gPath","Force a grob into its components","grid.force","grid","1036"
"1793","grid.revert.grob","Force a grob into its components","grid.force","grid","1036"
"1794","grid.roundrect","Draw a rectangle with rounded corners","grid.roundrect","grid","1099"
"1795","grid.segments","Draw Line Segments","grid.segments","grid","1075"
"1796","grid.set","Set a Grid Graphical Object","grid.set","grid","1076"
"1797","grid.show.layout","Draw a Diagram of a Grid Layout","grid.show.layout","grid","1077"
"1798","grid.show.viewport","Draw a Diagram of a Grid Viewport","grid.show.viewport","grid","1078"
"1799","grid.stroke","Stroke or Fill a Path","grid.stroke","grid","1079"
"1800","grid.text","Draw Text","grid.text","grid","1081"
"1801","grid.use","Draw a Group","grid.group","grid","1047"
"1802","grid.xaxis","Draw an X-Axis","grid.xaxis","grid","1083"
"1803","grid.xspline","Draw an Xspline","grid.xspline","grid","1084"
"1804","grid.yaxis","Draw a Y-Axis","grid.yaxis","grid","1086"
"1805","gridCoords","Create Sets of Coordinates for Grid Grobs","gridCoords","grid","1088"
"1806","gridGrobCoords","Create Sets of Coordinates for Grid Grobs","gridCoords","grid","1088"
"1807","gridGTreeCoords","Create Sets of Coordinates for Grid Grobs","gridCoords","grid","1088"
"1808","grob","Create Grid Graphical Objects, aka ""Grob""s","grid.grob","grid","1046"
"1809","grobAscent","Create a Unit Describing the Width of a Grob","grobWidth","grid","1090"
"1810","grobCoords","Calculate Points on the Perimeter of a Grob","grobCoords","grid","1089"
"1811","grobDescent","Create a Unit Describing the Width of a Grob","grobWidth","grid","1090"
"1812","grobHeight","Create a Unit Describing the Width of a Grob","grobWidth","grid","1090"
"1813","grobName","Generate a Name for a Grob","grobName","grid","1089"
"1814","grobPathListing","List the names of grobs or viewports","grid.ls","grid","1054"
"1815","grobPoints","Calculate Points on the Perimeter of a Grob","grobCoords","grid","1089"
"1816","grobTree","Create Grid Graphical Objects, aka ""Grob""s","grid.grob","grid","1046"
"1817","grobWidth","Create a Unit Describing the Width of a Grob","grobWidth","grid","1090"
"1818","grobX","Create a Unit Describing a Grob Boundary Location","grobX","grid","1091"
"1819","grobY","Create a Unit Describing a Grob Boundary Location","grobX","grid","1091"
"1820","groupFlip","Define a Group Transformation","viewportTransform","grid","1111"
"1821","groupGrob","Draw a Group","grid.group","grid","1047"
"1822","groupRotate","Define a Group Transformation","viewportTransform","grid","1111"
"1823","groupScale","Define a Group Transformation","viewportTransform","grid","1111"
"1824","groupShear","Define a Group Transformation","viewportTransform","grid","1111"
"1825","groupTranslate","Define a Group Transformation","viewportTransform","grid","1111"
"1826","gTree","Create Grid Graphical Objects, aka ""Grob""s","grid.grob","grid","1046"
"1827","heightDetails","Width and Height of a grid grob","widthDetails","grid","1113"
"1828","is.grob","Create Grid Graphical Objects, aka ""Grob""s","grid.grob","grid","1046"
"1829","isEmptyCoords","Create Sets of Coordinates for Grid Grobs","gridCoords","grid","1088"
"1830","legendGrob","Constructing a Legend Grob","legendGrob","grid","1092"
"1831","linearGradient","Define Gradient and Pattern Fills","patterns","grid","1094"
"1832","linesGrob","Draw Lines in a Grid Viewport","grid.lines","grid","1051"
"1833","lineToGrob","Move or Draw to a Specified Position","grid.move.to","grid","1056"
"1834","makeContent","Customised grid Grobs","makeContent","grid","1093"
"1835","makeContext","Customised grid Grobs","makeContent","grid","1093"
"1836","moveToGrob","Move or Draw to a Specified Position","grid.move.to","grid","1056"
"1837","nestedListing","List the names of grobs or viewports","grid.ls","grid","1054"
"1838","nullGrob","Null Graphical Object","grid.null","grid","1058"
"1839","packGrob","Pack an Object within a Frame","grid.pack","grid","1059"
"1840","pathGrob","Draw a Path","grid.path","grid","1060"
"1841","pathListing","List the names of grobs or viewports","grid.ls","grid","1054"
"1842","pattern","Define Gradient and Pattern Fills","patterns","grid","1094"
"1843","patterns","Define Gradient and Pattern Fills","patterns","grid","1094"
"1844","placeGrob","Place an Object within a Frame","grid.place","grid","1063"
"1845","plotViewport","Create a Viewport with a Standard Plot Layout","plotViewport","grid","1096"
"1846","pointsGrob","Draw Data Symbols","grid.points","grid","1065"
"1847","polygonGrob","Draw a Polygon","grid.polygon","grid","1066"
"1848","polylineGrob","Draw Lines in a Grid Viewport","grid.lines","grid","1051"
"1849","popViewport","Maintaining and Navigating the Grid Viewport Tree","viewports","grid","595"
"1850","postDrawDetails","Customising grid Drawing","drawDetails","grid","1009"
"1851","preDrawDetails","Customising grid Drawing","drawDetails","grid","1009"
"1852","pushViewport","Maintaining and Navigating the Grid Viewport Tree","viewports","grid","595"
"1853","radialGradient","Define Gradient and Pattern Fills","patterns","grid","1094"
"1854","rasterGrob","Render a raster object","grid.raster","grid","1068"
"1855","recordGrob","Encapsulate calculations and drawing","grid.record","grid","1069"
"1856","rectGrob","Draw rectangles","grid.rect","grid","1070"
"1857","removeGrob","Remove a Grid Graphical Object","grid.remove","grid","1072"
"1858","reorderGrob","Reorder the children of a gTree","grid.reorder","grid","1073"
"1859","resolveHJust","Validate a Justification","valid.just","grid","1109"
"1860","resolveRasterSize","Utility function to resolve the size of a raster grob","resolveRasterSize","grid","1098"
"1861","resolveVJust","Validate a Justification","valid.just","grid","1109"
"1862","roundrect","Draw a rectangle with rounded corners","grid.roundrect","grid","1099"
"1863","roundrectGrob","Draw a rectangle with rounded corners","grid.roundrect","grid","1099"
"1864","seekViewport","Maintaining and Navigating the Grid Viewport Tree","viewports","grid","595"
"1865","segmentsGrob","Draw Line Segments","grid.segments","grid","1075"
"1866","setChildren","Add a Grid Graphical Object","grid.add","grid","1021"
"1867","setGrob","Set a Grid Graphical Object","grid.set","grid","1076"
"1868","showGrob","Label grid grobs.","showGrob","grid","1100"
"1869","showViewport","Display grid viewports.","showViewport","grid","1101"
"1870","stringAscent","Create a Unit Describing the Width and Height of a String or Math Expression","stringWidth","grid","1103"
"1871","stringDescent","Create a Unit Describing the Width and Height of a String or Math Expression","stringWidth","grid","1103"
"1872","stringHeight","Create a Unit Describing the Width and Height of a String or Math Expression","stringWidth","grid","1103"
"1873","stringWidth","Create a Unit Describing the Width and Height of a String or Math Expression","stringWidth","grid","1103"
"1874","strokeGrob","Stroke or Fill a Path","grid.stroke","grid","1079"
"1875","strokeGrob.GridPath","Stroke or Fill a Path","grid.stroke","grid","1079"
"1876","strokeGrob.grob","Stroke or Fill a Path","grid.stroke","grid","1079"
"1877","textGrob","Draw Text","grid.text","grid","1081"
"1878","unit","Function to Create a Unit Object","unit","grid","1103"
"1879","unit.c","Combine Unit Objects","unit.c","grid","1105"
"1880","unit.length","Length of a Unit Object","unit.length","grid","1106"
"1881","unit.pmax","Parallel Unit Minima and Maxima","unit.pmin","grid","1107"
"1882","unit.pmin","Parallel Unit Minima and Maxima","unit.pmin","grid","1107"
"1883","unit.psum","Parallel Unit Minima and Maxima","unit.pmin","grid","1107"
"1884","unit.rep","Replicate Elements of Unit Objects","unit.rep","grid","1107"
"1885","unitType","Return the Units of a Unit Object","unitType","grid","1108"
"1886","upViewport","Maintaining and Navigating the Grid Viewport Tree","viewports","grid","595"
"1887","useGrob","Draw a Group","grid.group","grid","1047"
"1888","useRotate","Define a Group Transformation","viewportTransform","grid","1111"
"1889","useScale","Define a Group Transformation","viewportTransform","grid","1111"
"1890","useTranslate","Define a Group Transformation","viewportTransform","grid","1111"
"1891","valid.just","Validate a Justification","valid.just","grid","1109"
"1892","validDetails","Customising grid grob Validation","validDetails","grid","1110"
"1893","viewport","Create a Grid Viewport","viewport","grid","595"
"1894","viewportRotate","Define a Group Transformation","viewportTransform","grid","1111"
"1895","viewportScale","Define a Group Transformation","viewportTransform","grid","1111"
"1896","viewportTransform","Define a Group Transformation","viewportTransform","grid","1111"
"1897","viewportTranslate","Define a Group Transformation","viewportTransform","grid","1111"
"1898","vpList","Create a Grid Viewport","viewport","grid","595"
"1899","vpPath","Concatenate Viewport Names","vpPath","grid","1112"
"1900","vpStack","Create a Grid Viewport","viewport","grid","595"
"1901","vpTree","Create a Grid Viewport","viewport","grid","595"
"1902","widthDetails","Width and Height of a grid grob","widthDetails","grid","1113"
"1903","xaxisGrob","Draw an X-Axis","grid.xaxis","grid","1083"
"1904","xDetails","Boundary of a grid grob","xDetails","grid","1116"
"1905","xsplineGrob","Draw an Xspline","grid.xspline","grid","1084"
"1906","xsplinePoints","Return the points that would be used to draw an Xspline (or a Bezier curve).","xsplinePoints","grid","1117"
"1907","yaxisGrob","Draw a Y-Axis","grid.yaxis","grid","1086"
"1908","yDetails","Boundary of a grid grob","xDetails","grid","1116"
"1909","methods-package","Formal Methods and Classes","methods-package","methods","1119"
"1910","activeBindingFunction-class","Objects With Fields Treated by Reference (OOP-style)","refClass","methods","1357"
"1911","anova-class","Register Old-Style (S3) Classes and Inheritance","setOldClass","methods","1242"
"1912","anova.glm-class","Register Old-Style (S3) Classes and Inheritance","setOldClass","methods","1242"
"1913","anova.glm.null-class","Register Old-Style (S3) Classes and Inheritance","setOldClass","methods","1242"
"1914","ANY-class","Classes Corresponding to Basic Data Types","BasicClasses","methods","1122"
"1915","aov-class","Register Old-Style (S3) Classes and Inheritance","setOldClass","methods","1242"
"1916","Arith","S4 Group Generic Functions","S4groupGeneric","methods","1213"
"1917","array-class","Classes Corresponding to Basic Structures","StructureClasses","methods","1252"
"1918","as","Force an Object to Belong to a Class","as","methods","1120"
"1919","as&lt;-","Force an Object to Belong to a Class","as","methods","1120"
"1920","body&lt;--method","Class MethodsList, Defunct Representation of Methods","MethodsList-class","methods","1179"
